Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
2,1,123,146.1986765400977,25388
2,2,456,211.37258096562687,25165
2,3,789,168.2093243777163,25310
2,4,101,171.90205614867537,25290
2,5,112,172.66284449013483,25291
