Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
3,1,123,253.1434848605896,25034
3,2,456,251.30422072721447,24972
3,3,789,238.17831902575364,25045
3,4,101,247.46594451994565,25018
3,5,112,193.8385472423774,25221
