Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
3,1,123,597.075,1320
3,2,456,821.0,1276
3,3,789,492.9664679582712,1342
3,4,101,433.9453471196455,1354
3,5,112,730.832561728395,1296
3,6,131,618.8640850417615,1317
3,7,415,692.1913912375096,1301
3,8,161,589.1990915972748,1321
3,9,718,552.1924812030076,1330
3,10,192,647.5045871559633,1308
