Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
7,1,123,2210.279162512463,1003
7,2,456,1813.9472222222223,1080
7,3,789,1815.5487465181059,1077
7,4,101,1761.4967919340054,1091
7,5,112,1189.455,1200
7,6,131,2365.2056074766356,963
7,7,415,1602.6271338724168,1113
7,8,161,1328.0997442455243,1173
7,9,718,1902.4778092540132,1059
7,10,192,1514.6798245614036,1140
