Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
4,1,123,737.6129529683886,1297
4,2,456,945.0623003194888,1252
4,3,789,985.5008025682183,1246
4,4,101,696.0215716486903,1298
4,5,112,819.0054730258014,1279
4,6,131,942.2624,1250
4,7,415,1087.2577996715927,1218
4,8,161,759.601550387597,1290
4,9,718,589.9244712990936,1324
4,10,192,847.7023622047244,1270
