Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
5,1,123,780.2909516380655,1282
5,2,456,945.0623003194888,1252
5,3,789,1028.8446601941748,1236
5,4,101,712.135697764071,1297
5,5,112,833.8223270440252,1272
5,6,131,1044.1192214111923,1233
5,7,415,1087.2577996715927,1218
5,8,161,787.84140625,1280
5,9,718,714.6253846153846,1300
5,10,192,893.6302454473475,1263
