Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
1,1,123,419.0,1357
1,2,456,595.9500756429652,1322
1,3,789,419.0,1357
1,4,101,419.0,1357
1,5,112,457.23367952522256,1348
1,6,131,419.0,1357
1,7,415,433.9497784342688,1354
1,8,161,456.3296296296296,1350
1,9,718,419.0,1357
1,10,192,419.0,1357
