Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
6,1,123,1929.3776091081595,1054
6,2,456,1460.128048780488,1148
6,3,789,1490.1609798775153,1143
6,4,101,1605.1307072515667,1117
6,5,112,1028.396593673966,1233
6,6,131,1978.8068833652007,1046
6,7,415,1473.5230635335074,1149
6,8,161,1002.8695652173913,1242
6,9,718,1518.402802101576,1142
6,10,192,1252.8382229673093,1193
