Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
8,1,123,3618.271092669433,723
8,2,456,2977.560141509434,848
8,3,789,2823.212643678161,870
8,4,101,2856.517877739331,867
8,5,112,2448.328752642706,946
8,6,131,3457.8995983935743,747
8,7,415,2829.744874715262,878
8,8,161,2233.62888665998,997
8,9,718,3100.1508515815085,822
8,10,192,2718.0804469273744,895
