Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
2,1,123,456.5641215715345,1349
2,2,456,595.1074943224829,1321
2,3,789,500.2664179104478,1340
2,4,101,492.650521609538,1342
2,5,112,625.3351023502654,1319
2,6,131,523.6130239520958,1336
2,7,415,455.6651851851852,1350
2,8,161,419.0,1357
2,9,718,492.1768656716418,1340
2,10,192,456.59643916913944,1348
