Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
0,1,123,103.72774602677524,25546
0,2,456,103.4079204821163,25554
0,3,789,103.80689871187502,25541
0,4,101,103.31346086140124,25563
0,5,112,103.74874843554443,25568
