Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
2,1,123,449.6683783098809,90751
2,2,456,511.7865963553835,89886
2,3,789,471.4105221247747,90419
2,4,101,398.69929274659097,92329
2,5,112,470.1998966430998,90947
