Scenario,Replication,Seed,tick,travel_time,phase
2,1,123,505,80,pre_flood
2,1,123,505,74,pre_flood
2,1,123,505,67,pre_flood
2,1,123,505,67,pre_flood
2,1,123,505,61,pre_flood
2,1,123,505,58,pre_flood
2,1,123,505,46,pre_flood
2,1,123,505,25,pre_flood
2,1,123,505,11,pre_flood
2,1,123,506,412,pre_flood
2,1,123,506,208,pre_flood
2,1,123,506,177,pre_flood
2,1,123,506,144,pre_flood
2,1,123,506,143,pre_flood
2,1,123,506,131,pre_flood
2,1,123,506,67,pre_flood
2,1,123,506,58,pre_flood
2,1,123,506,13,pre_flood
2,1,123,506,11,pre_flood
2,1,123,507,400,pre_flood
2,1,123,507,328,pre_flood
2,1,123,507,314,pre_flood
2,1,123,507,231,pre_flood
2,1,123,507,209,pre_flood
2,1,123,507,188,pre_flood
2,1,123,507,162,pre_flood
2,1,123,507,148,pre_flood
2,1,123,507,143,pre_flood
2,1,123,507,134,pre_flood
2,1,123,507,98,pre_flood
2,1,123,507,72,pre_flood
2,1,123,507,68,pre_flood
2,1,123,507,67,pre_flood
2,1,123,507,61,pre_flood
2,1,123,507,58,pre_flood
2,1,123,507,51,pre_flood
2,1,123,507,48,pre_flood
2,1,123,507,35,pre_flood
2,1,123,507,15,pre_flood
2,1,123,508,233,pre_flood
2,1,123,508,124,pre_flood
2,1,123,508,110,pre_flood
2,1,123,508,98,pre_flood
2,1,123,508,73,pre_flood
2,1,123,508,61,pre_flood
2,1,123,508,58,pre_flood
2,1,123,508,58,pre_flood
2,1,123,508,38,pre_flood
2,1,123,508,34,pre_flood
2,1,123,508,26,pre_flood
2,1,123,509,400,pre_flood
2,1,123,509,399,pre_flood
2,1,123,509,328,pre_flood
2,1,123,509,209,pre_flood
2,1,123,509,208,pre_flood
2,1,123,509,181,pre_flood
2,1,123,509,148,pre_flood
2,1,123,509,143,pre_flood
2,1,123,509,68,pre_flood
2,1,123,509,67,pre_flood
2,1,123,509,65,pre_flood
2,1,123,509,61,pre_flood
2,1,123,509,58,pre_flood
2,1,123,509,51,pre_flood
2,1,123,509,48,pre_flood
2,1,123,509,46,pre_flood
2,1,123,509,45,pre_flood
2,1,123,509,27,pre_flood
2,1,123,509,11,pre_flood
2,1,123,510,328,pre_flood
2,1,123,510,181,pre_flood
2,1,123,510,148,pre_flood
2,1,123,510,143,pre_flood
2,1,123,510,129,pre_flood
2,1,123,510,89,pre_flood
2,1,123,510,84,pre_flood
2,1,123,510,67,pre_flood
2,1,123,510,58,pre_flood
2,1,123,510,13,pre_flood
2,1,123,510,11,pre_flood
2,1,123,511,328,pre_flood
2,1,123,511,144,pre_flood
2,1,123,511,143,pre_flood
2,1,123,511,131,pre_flood
2,1,123,511,87,pre_flood
2,1,123,511,72,pre_flood
2,1,123,511,65,pre_flood
2,1,123,511,61,pre_flood
2,1,123,511,58,pre_flood
2,1,123,511,57,pre_flood
2,1,123,511,52,pre_flood
2,1,123,511,48,pre_flood
2,1,123,511,4,pre_flood
2,1,123,512,232,pre_flood
2,1,123,512,176,pre_flood
2,1,123,512,148,pre_flood
2,1,123,512,143,pre_flood
2,1,123,512,130,pre_flood
2,1,123,512,67,pre_flood
2,1,123,512,61,pre_flood
2,1,123,512,58,pre_flood
2,1,123,512,51,pre_flood
2,1,123,512,47,pre_flood
2,1,123,512,20,pre_flood
2,1,123,513,221,pre_flood
2,1,123,513,144,pre_flood
2,1,123,513,129,pre_flood
2,1,123,513,105,pre_flood
2,1,123,513,98,pre_flood
2,1,123,513,89,pre_flood
2,1,123,513,81,pre_flood
2,1,123,513,77,pre_flood
2,1,123,513,67,pre_flood
2,1,123,513,61,pre_flood
2,1,123,513,58,pre_flood
2,1,123,513,51,pre_flood
2,1,123,513,38,pre_flood
2,1,123,514,221,pre_flood
2,1,123,514,220,pre_flood
2,1,123,514,219,pre_flood
2,1,123,514,154,pre_flood
2,1,123,514,154,pre_flood
2,1,123,514,148,pre_flood
2,1,123,514,143,pre_flood
2,1,123,514,134,pre_flood
2,1,123,514,106,pre_flood
2,1,123,514,89,pre_flood
2,1,123,514,67,pre_flood
2,1,123,514,67,pre_flood
2,1,123,514,58,pre_flood
2,1,123,514,51,pre_flood
2,1,123,514,48,pre_flood
2,1,123,514,40,pre_flood
2,1,123,514,11,pre_flood
2,1,123,515,412,pre_flood
2,1,123,515,219,pre_flood
2,1,123,515,162,pre_flood
2,1,123,515,130,pre_flood
2,1,123,515,65,pre_flood
2,1,123,515,61,pre_flood
2,1,123,515,58,pre_flood
2,1,123,515,51,pre_flood
2,1,123,515,51,pre_flood
2,1,123,515,27,pre_flood
2,1,123,515,11,pre_flood
2,1,123,516,399,pre_flood
2,1,123,516,270,pre_flood
2,1,123,516,148,pre_flood
2,1,123,516,131,pre_flood
2,1,123,516,129,pre_flood
2,1,123,516,91,pre_flood
2,1,123,516,74,pre_flood
2,1,123,516,68,pre_flood
2,1,123,516,61,pre_flood
2,1,123,516,61,pre_flood
2,1,123,516,58,pre_flood
2,1,123,516,51,pre_flood
2,1,123,516,51,pre_flood
2,1,123,516,48,pre_flood
2,1,123,516,11,pre_flood
2,1,123,517,233,pre_flood
2,1,123,517,221,pre_flood
2,1,123,517,178,pre_flood
2,1,123,517,154,pre_flood
2,1,123,517,109,pre_flood
2,1,123,517,105,pre_flood
2,1,123,517,68,pre_flood
2,1,123,517,65,pre_flood
2,1,123,517,58,pre_flood
2,1,123,517,45,pre_flood
2,1,123,517,41,pre_flood
2,1,123,517,31,pre_flood
2,1,123,517,21,pre_flood
2,1,123,517,11,pre_flood
2,1,123,517,11,pre_flood
2,1,123,518,399,pre_flood
2,1,123,518,328,pre_flood
2,1,123,518,162,pre_flood
2,1,123,518,148,pre_flood
2,1,123,518,98,pre_flood
2,1,123,518,67,pre_flood
2,1,123,518,67,pre_flood
2,1,123,518,61,pre_flood
2,1,123,518,58,pre_flood
2,1,123,518,40,pre_flood
2,1,123,518,11,pre_flood
2,1,123,518,4,pre_flood
2,1,123,519,328,pre_flood
2,1,123,519,209,pre_flood
2,1,123,519,144,pre_flood
2,1,123,519,124,pre_flood
2,1,123,519,105,pre_flood
2,1,123,519,98,pre_flood
2,1,123,519,86,pre_flood
2,1,123,519,86,pre_flood
2,1,123,519,67,pre_flood
2,1,123,519,61,pre_flood
2,1,123,519,58,pre_flood
2,1,123,519,52,pre_flood
2,1,123,519,51,pre_flood
2,1,123,519,48,pre_flood
2,1,123,519,11,pre_flood
2,1,123,520,133,pre_flood
2,1,123,520,131,pre_flood
2,1,123,520,130,pre_flood
2,1,123,520,106,pre_flood
2,1,123,520,105,pre_flood
2,1,123,520,91,pre_flood
2,1,123,520,68,pre_flood
2,1,123,520,58,pre_flood
2,1,123,520,51,pre_flood
2,1,123,520,40,pre_flood
2,1,123,520,20,pre_flood
2,1,123,521,401,pre_flood
2,1,123,521,399,pre_flood
2,1,123,521,328,pre_flood
2,1,123,521,209,pre_flood
2,1,123,521,162,pre_flood
2,1,123,521,148,pre_flood
2,1,123,521,144,pre_flood
2,1,123,521,144,pre_flood
2,1,123,521,130,pre_flood
2,1,123,521,129,pre_flood
2,1,123,521,105,pre_flood
2,1,123,521,101,pre_flood
2,1,123,521,68,pre_flood
2,1,123,521,67,pre_flood
2,1,123,521,65,pre_flood
2,1,123,521,61,pre_flood
2,1,123,521,58,pre_flood
2,1,123,521,11,pre_flood
2,1,123,521,11,pre_flood
2,1,123,522,412,pre_flood
2,1,123,522,270,pre_flood
2,1,123,522,231,pre_flood
2,1,123,522,188,pre_flood
2,1,123,522,181,pre_flood
2,1,123,522,148,pre_flood
2,1,123,522,134,pre_flood
2,1,123,522,110,pre_flood
2,1,123,522,100,pre_flood
2,1,123,522,86,pre_flood
2,1,123,522,72,pre_flood
2,1,123,522,68,pre_flood
2,1,123,522,61,pre_flood
2,1,123,522,58,pre_flood
2,1,123,522,51,pre_flood
2,1,123,522,51,pre_flood
2,1,123,522,51,pre_flood
2,1,123,522,11,pre_flood
2,1,123,523,328,pre_flood
2,1,123,523,181,pre_flood
2,1,123,523,148,pre_flood
2,1,123,523,143,pre_flood
2,1,123,523,124,pre_flood
2,1,123,523,106,pre_flood
2,1,123,523,105,pre_flood
2,1,123,523,98,pre_flood
2,1,123,523,89,pre_flood
2,1,123,523,81,pre_flood
2,1,123,523,61,pre_flood
2,1,123,523,58,pre_flood
2,1,123,523,38,pre_flood
2,1,123,523,35,pre_flood
2,1,123,523,15,pre_flood
2,1,123,524,328,pre_flood
2,1,123,524,314,pre_flood
2,1,123,524,162,pre_flood
2,1,123,524,143,pre_flood
2,1,123,524,134,pre_flood
2,1,123,524,98,pre_flood
2,1,123,524,89,pre_flood
2,1,123,524,68,pre_flood
2,1,123,524,67,pre_flood
2,1,123,524,64,pre_flood
2,1,123,524,58,pre_flood
2,1,123,524,51,pre_flood
2,1,123,525,220,pre_flood
2,1,123,525,133,pre_flood
2,1,123,525,130,pre_flood
2,1,123,525,68,pre_flood
2,1,123,525,65,pre_flood
2,1,123,525,61,pre_flood
2,1,123,525,58,pre_flood
2,1,123,525,57,pre_flood
2,1,123,525,41,pre_flood
2,1,123,525,11,pre_flood
2,1,123,526,233,pre_flood
2,1,123,526,231,pre_flood
2,1,123,526,221,pre_flood
2,1,123,526,221,pre_flood
2,1,123,526,219,pre_flood
2,1,123,526,186,pre_flood
2,1,123,526,181,pre_flood
2,1,123,526,181,pre_flood
2,1,123,526,133,pre_flood
2,1,123,526,130,pre_flood
2,1,123,526,105,pre_flood
2,1,123,526,86,pre_flood
2,1,123,526,86,pre_flood
2,1,123,526,67,pre_flood
2,1,123,526,58,pre_flood
2,1,123,526,57,pre_flood
2,1,123,526,51,pre_flood
2,1,123,526,40,pre_flood
2,1,123,526,11,pre_flood
2,1,123,527,401,pre_flood
2,1,123,527,232,pre_flood
2,1,123,527,148,pre_flood
2,1,123,527,124,pre_flood
2,1,123,527,106,pre_flood
2,1,123,527,105,pre_flood
2,1,123,527,80,pre_flood
2,1,123,527,67,pre_flood
2,1,123,527,67,pre_flood
2,1,123,527,58,pre_flood
2,1,123,528,328,pre_flood
2,1,123,528,220,pre_flood
2,1,123,528,186,pre_flood
2,1,123,528,148,pre_flood
2,1,123,528,148,pre_flood
2,1,123,528,143,pre_flood
2,1,123,528,130,pre_flood
2,1,123,528,124,pre_flood
2,1,123,528,105,pre_flood
2,1,123,528,68,pre_flood
2,1,123,528,61,pre_flood
2,1,123,528,58,pre_flood
2,1,123,528,46,pre_flood
2,1,123,528,40,pre_flood
2,1,123,528,38,pre_flood
2,1,123,528,34,pre_flood
2,1,123,528,26,pre_flood
2,1,123,528,11,pre_flood
2,1,123,529,314,pre_flood
2,1,123,529,154,pre_flood
2,1,123,529,148,pre_flood
2,1,123,529,144,pre_flood
2,1,123,529,106,pre_flood
2,1,123,529,105,pre_flood
2,1,123,529,73,pre_flood
2,1,123,529,72,pre_flood
2,1,123,529,58,pre_flood
2,1,123,529,57,pre_flood
2,1,123,529,51,pre_flood
2,1,123,529,21,pre_flood
2,1,123,529,13,pre_flood
2,1,123,529,11,pre_flood
2,1,123,530,328,pre_flood
2,1,123,530,221,pre_flood
2,1,123,530,220,pre_flood
2,1,123,530,209,pre_flood
2,1,123,530,148,pre_flood
2,1,123,530,106,pre_flood
2,1,123,530,105,pre_flood
2,1,123,530,105,pre_flood
2,1,123,530,105,pre_flood
2,1,123,530,101,pre_flood
2,1,123,530,72,pre_flood
2,1,123,530,68,pre_flood
2,1,123,530,62,pre_flood
2,1,123,530,61,pre_flood
2,1,123,530,58,pre_flood
2,1,123,530,51,pre_flood
2,1,123,530,40,pre_flood
2,1,123,530,20,pre_flood
2,1,123,530,11,pre_flood
2,1,123,530,11,pre_flood
2,1,123,531,401,pre_flood
2,1,123,531,328,pre_flood
2,1,123,531,181,pre_flood
2,1,123,531,131,pre_flood
2,1,123,531,131,pre_flood
2,1,123,531,105,pre_flood
2,1,123,531,68,pre_flood
2,1,123,531,67,pre_flood
2,1,123,531,67,pre_flood
2,1,123,531,65,pre_flood
2,1,123,531,61,pre_flood
2,1,123,531,58,pre_flood
2,1,123,531,51,pre_flood
2,1,123,531,35,pre_flood
2,1,123,531,11,pre_flood
2,1,123,532,399,pre_flood
2,1,123,532,270,pre_flood
2,1,123,532,219,pre_flood
2,1,123,532,188,pre_flood
2,1,123,532,181,pre_flood
2,1,123,532,177,pre_flood
2,1,123,532,148,pre_flood
2,1,123,532,68,pre_flood
2,1,123,532,67,pre_flood
2,1,123,532,61,pre_flood
2,1,123,532,58,pre_flood
2,1,123,532,51,pre_flood
2,1,123,532,40,pre_flood
2,1,123,532,26,pre_flood
2,1,123,533,328,pre_flood
2,1,123,533,219,pre_flood
2,1,123,533,143,pre_flood
2,1,123,533,131,pre_flood
2,1,123,533,130,pre_flood
2,1,123,533,105,pre_flood
2,1,123,533,105,pre_flood
2,1,123,533,105,pre_flood
2,1,123,533,84,pre_flood
2,1,123,533,72,pre_flood
2,1,123,533,68,pre_flood
2,1,123,533,67,pre_flood
2,1,123,533,61,pre_flood
2,1,123,533,58,pre_flood
2,1,123,533,51,pre_flood
2,1,123,533,38,pre_flood
2,1,123,533,21,pre_flood
2,1,123,533,11,pre_flood
2,1,123,534,208,pre_flood
2,1,123,534,148,pre_flood
2,1,123,534,130,pre_flood
2,1,123,534,105,pre_flood
2,1,123,534,89,pre_flood
2,1,123,534,86,pre_flood
2,1,123,534,68,pre_flood
2,1,123,534,58,pre_flood
2,1,123,534,40,pre_flood
2,1,123,534,34,pre_flood
2,1,123,534,11,pre_flood
2,1,123,534,4,pre_flood
2,1,123,535,328,pre_flood
2,1,123,535,181,pre_flood
2,1,123,535,148,pre_flood
2,1,123,535,105,pre_flood
2,1,123,535,72,pre_flood
2,1,123,535,58,pre_flood
2,1,123,535,57,pre_flood
2,1,123,535,35,pre_flood
2,1,123,536,401,pre_flood
2,1,123,536,231,pre_flood
2,1,123,536,176,pre_flood
2,1,123,536,148,pre_flood
2,1,123,536,144,pre_flood
2,1,123,536,143,pre_flood
2,1,123,536,129,pre_flood
2,1,123,536,105,pre_flood
2,1,123,536,86,pre_flood
2,1,123,536,68,pre_flood
2,1,123,536,61,pre_flood
2,1,123,536,58,pre_flood
2,1,123,536,40,pre_flood
2,1,123,537,181,pre_flood
2,1,123,537,148,pre_flood
2,1,123,537,143,pre_flood
2,1,123,537,106,pre_flood
2,1,123,537,105,pre_flood
2,1,123,537,68,pre_flood
2,1,123,537,67,pre_flood
2,1,123,537,67,pre_flood
2,1,123,537,65,pre_flood
2,1,123,537,61,pre_flood
2,1,123,537,58,pre_flood
2,1,123,537,51,pre_flood
2,1,123,537,36,pre_flood
2,1,123,537,11,pre_flood
2,1,123,538,401,pre_flood
2,1,123,538,400,pre_flood
2,1,123,538,270,pre_flood
2,1,123,538,178,pre_flood
2,1,123,538,148,pre_flood
2,1,123,538,105,pre_flood
2,1,123,538,105,pre_flood
2,1,123,538,92,pre_flood
2,1,123,538,68,pre_flood
2,1,123,538,67,pre_flood
2,1,123,538,58,pre_flood
2,1,123,538,51,pre_flood
2,1,123,538,40,pre_flood
2,1,123,538,11,pre_flood
2,1,123,539,412,pre_flood
2,1,123,539,400,pre_flood
2,1,123,539,328,pre_flood
2,1,123,539,162,pre_flood
2,1,123,539,162,pre_flood
2,1,123,539,134,pre_flood
2,1,123,539,68,pre_flood
2,1,123,539,61,pre_flood
2,1,123,539,58,pre_flood
2,1,123,539,52,pre_flood
2,1,123,539,51,pre_flood
2,1,123,539,35,pre_flood
2,1,123,540,412,pre_flood
2,1,123,540,314,pre_flood
2,1,123,540,231,pre_flood
2,1,123,540,231,pre_flood
2,1,123,540,209,pre_flood
2,1,123,540,89,pre_flood
2,1,123,540,68,pre_flood
2,1,123,540,61,pre_flood
2,1,123,540,58,pre_flood
2,1,123,540,40,pre_flood
2,1,123,540,20,pre_flood
2,1,123,540,11,pre_flood
2,1,123,541,399,pre_flood
2,1,123,541,328,pre_flood
2,1,123,541,177,pre_flood
2,1,123,541,148,pre_flood
2,1,123,541,130,pre_flood
2,1,123,541,129,pre_flood
2,1,123,541,105,pre_flood
2,1,123,541,105,pre_flood
2,1,123,541,68,pre_flood
2,1,123,541,61,pre_flood
2,1,123,541,58,pre_flood
2,1,123,541,57,pre_flood
2,1,123,541,11,pre_flood
2,1,123,542,314,pre_flood
2,1,123,542,220,pre_flood
2,1,123,542,209,pre_flood
2,1,123,542,148,pre_flood
2,1,123,542,143,pre_flood
2,1,123,542,134,pre_flood
2,1,123,542,133,pre_flood
2,1,123,542,133,pre_flood
2,1,123,542,105,pre_flood
2,1,123,542,100,pre_flood
2,1,123,542,80,pre_flood
2,1,123,542,61,pre_flood
2,1,123,542,58,pre_flood
2,1,123,542,52,pre_flood
2,1,123,542,51,pre_flood
2,1,123,542,20,pre_flood
2,1,123,543,400,pre_flood
2,1,123,543,270,pre_flood
2,1,123,543,188,pre_flood
2,1,123,543,186,pre_flood
2,1,123,543,181,pre_flood
2,1,123,543,143,pre_flood
2,1,123,543,134,pre_flood
2,1,123,543,105,pre_flood
2,1,123,543,98,pre_flood
2,1,123,543,78,pre_flood
2,1,123,543,65,pre_flood
2,1,123,543,58,pre_flood
2,1,123,543,51,pre_flood
2,1,123,543,38,pre_flood
2,1,123,543,35,pre_flood
2,1,123,543,27,pre_flood
2,1,123,543,11,pre_flood
2,1,123,544,412,pre_flood
2,1,123,544,412,pre_flood
2,1,123,544,399,pre_flood
2,1,123,544,328,pre_flood
2,1,123,544,219,pre_flood
2,1,123,544,209,pre_flood
2,1,123,544,178,pre_flood
2,1,123,544,148,pre_flood
2,1,123,544,134,pre_flood
2,1,123,544,105,pre_flood
2,1,123,544,91,pre_flood
2,1,123,544,59,pre_flood
2,1,123,544,58,pre_flood
2,1,123,544,48,pre_flood
2,1,123,544,40,pre_flood
2,1,123,544,26,pre_flood
2,1,123,544,20,pre_flood
2,1,123,544,11,pre_flood
2,1,123,545,329,pre_flood
2,1,123,545,231,pre_flood
2,1,123,545,209,pre_flood
2,1,123,545,148,pre_flood
2,1,123,545,148,pre_flood
2,1,123,545,143,pre_flood
2,1,123,545,134,pre_flood
2,1,123,545,133,pre_flood
2,1,123,545,129,pre_flood
2,1,123,545,98,pre_flood
2,1,123,545,86,pre_flood
2,1,123,545,68,pre_flood
2,1,123,545,67,pre_flood
2,1,123,545,65,pre_flood
2,1,123,545,61,pre_flood
2,1,123,545,58,pre_flood
2,1,123,545,51,pre_flood
2,1,123,545,45,pre_flood
2,1,123,545,41,pre_flood
2,1,123,545,11,pre_flood
2,1,123,545,11,pre_flood
2,1,123,546,209,pre_flood
2,1,123,546,188,pre_flood
2,1,123,546,148,pre_flood
2,1,123,546,133,pre_flood
2,1,123,546,131,pre_flood
2,1,123,546,105,pre_flood
2,1,123,546,91,pre_flood
2,1,123,546,68,pre_flood
2,1,123,546,67,pre_flood
2,1,123,546,62,pre_flood
2,1,123,546,61,pre_flood
2,1,123,546,58,pre_flood
2,1,123,546,15,pre_flood
2,1,123,546,11,pre_flood
2,1,123,547,401,pre_flood
2,1,123,547,399,pre_flood
2,1,123,547,328,pre_flood
2,1,123,547,221,pre_flood
2,1,123,547,143,pre_flood
2,1,123,547,105,pre_flood
2,1,123,547,68,pre_flood
2,1,123,547,67,pre_flood
2,1,123,547,61,pre_flood
2,1,123,547,58,pre_flood
2,1,123,547,51,pre_flood
2,1,123,547,47,pre_flood
2,1,123,547,46,pre_flood
2,1,123,547,35,pre_flood
2,1,123,548,328,pre_flood
2,1,123,548,232,pre_flood
2,1,123,548,148,pre_flood
2,1,123,548,144,pre_flood
2,1,123,548,105,pre_flood
2,1,123,548,98,pre_flood
2,1,123,548,74,pre_flood
2,1,123,548,68,pre_flood
2,1,123,548,67,pre_flood
2,1,123,548,67,pre_flood
2,1,123,548,61,pre_flood
2,1,123,548,58,pre_flood
2,1,123,548,51,pre_flood
2,1,123,548,40,pre_flood
2,1,123,548,38,pre_flood
2,1,123,548,36,pre_flood
2,1,123,548,20,pre_flood
2,1,123,548,11,pre_flood
2,1,123,549,399,pre_flood
2,1,123,549,219,pre_flood
2,1,123,549,188,pre_flood
2,1,123,549,188,pre_flood
2,1,123,549,181,pre_flood
2,1,123,549,177,pre_flood
2,1,123,549,148,pre_flood
2,1,123,549,143,pre_flood
2,1,123,549,129,pre_flood
2,1,123,549,106,pre_flood
2,1,123,549,105,pre_flood
2,1,123,549,105,pre_flood
2,1,123,549,65,pre_flood
2,1,123,549,58,pre_flood
2,1,123,549,45,pre_flood
2,1,123,549,41,pre_flood
2,1,123,549,11,pre_flood
2,1,123,550,328,pre_flood
2,1,123,550,314,pre_flood
2,1,123,550,220,pre_flood
2,1,123,550,219,pre_flood
2,1,123,550,208,pre_flood
2,1,123,550,181,pre_flood
2,1,123,550,178,pre_flood
2,1,123,550,176,pre_flood
2,1,123,550,148,pre_flood
2,1,123,550,143,pre_flood
2,1,123,550,124,pre_flood
2,1,123,550,110,pre_flood
2,1,123,550,106,pre_flood
2,1,123,550,68,pre_flood
2,1,123,550,67,pre_flood
2,1,123,550,61,pre_flood
2,1,123,550,58,pre_flood
2,1,123,550,48,pre_flood
2,1,123,550,20,pre_flood
2,1,123,550,11,pre_flood
2,1,123,551,328,pre_flood
2,1,123,551,148,pre_flood
2,1,123,551,144,pre_flood
2,1,123,551,124,pre_flood
2,1,123,551,105,pre_flood
2,1,123,551,105,pre_flood
2,1,123,551,91,pre_flood
2,1,123,551,68,pre_flood
2,1,123,551,67,pre_flood
2,1,123,551,61,pre_flood
2,1,123,551,58,pre_flood
2,1,123,551,36,pre_flood
2,1,123,551,35,pre_flood
2,1,123,551,15,pre_flood
2,1,123,552,401,pre_flood
2,1,123,552,399,pre_flood
2,1,123,552,314,pre_flood
2,1,123,552,314,pre_flood
2,1,123,552,148,pre_flood
2,1,123,552,143,pre_flood
2,1,123,552,133,pre_flood
2,1,123,552,67,pre_flood
2,1,123,552,61,pre_flood
2,1,123,552,58,pre_flood
2,1,123,552,52,pre_flood
2,1,123,552,51,pre_flood
2,1,123,552,20,pre_flood
2,1,123,552,11,pre_flood
2,1,123,553,328,pre_flood
2,1,123,553,270,pre_flood
2,1,123,553,163,pre_flood
2,1,123,553,148,pre_flood
2,1,123,553,148,pre_flood
2,1,123,553,133,pre_flood
2,1,123,553,131,pre_flood
2,1,123,553,105,pre_flood
2,1,123,553,105,pre_flood
2,1,123,553,98,pre_flood
2,1,123,553,78,pre_flood
2,1,123,553,67,pre_flood
2,1,123,553,61,pre_flood
2,1,123,553,58,pre_flood
2,1,123,553,51,pre_flood
2,1,123,553,51,pre_flood
2,1,123,553,38,pre_flood
2,1,123,554,209,pre_flood
2,1,123,554,176,pre_flood
2,1,123,554,148,pre_flood
2,1,123,554,148,pre_flood
2,1,123,554,144,pre_flood
2,1,123,554,106,pre_flood
2,1,123,554,105,pre_flood
2,1,123,554,67,pre_flood
2,1,123,554,64,pre_flood
2,1,123,554,58,pre_flood
2,1,123,554,40,pre_flood
2,1,123,555,219,pre_flood
2,1,123,555,181,pre_flood
2,1,123,555,105,pre_flood
2,1,123,555,89,pre_flood
2,1,123,555,68,pre_flood
2,1,123,555,65,pre_flood
2,1,123,555,65,pre_flood
2,1,123,555,58,pre_flood
2,1,123,555,35,pre_flood
2,1,123,555,11,pre_flood
2,1,123,556,233,pre_flood
2,1,123,556,208,pre_flood
2,1,123,556,124,pre_flood
2,1,123,556,105,pre_flood
2,1,123,556,61,pre_flood
2,1,123,556,58,pre_flood
2,1,123,556,40,pre_flood
2,1,123,556,11,pre_flood
2,1,123,557,220,pre_flood
2,1,123,557,188,pre_flood
2,1,123,557,181,pre_flood
2,1,123,557,143,pre_flood
2,1,123,557,134,pre_flood
2,1,123,557,130,pre_flood
2,1,123,557,105,pre_flood
2,1,123,557,100,pre_flood
2,1,123,557,84,pre_flood
2,1,123,557,81,pre_flood
2,1,123,557,80,pre_flood
2,1,123,557,68,pre_flood
2,1,123,557,67,pre_flood
2,1,123,557,65,pre_flood
2,1,123,557,61,pre_flood
2,1,123,557,58,pre_flood
2,1,123,557,41,pre_flood
2,1,123,557,31,pre_flood
2,1,123,557,21,pre_flood
2,1,123,557,11,pre_flood
2,1,123,558,328,pre_flood
2,1,123,558,148,pre_flood
2,1,123,558,143,pre_flood
2,1,123,558,106,pre_flood
2,1,123,558,105,pre_flood
2,1,123,558,61,pre_flood
2,1,123,558,58,pre_flood
2,1,123,558,57,pre_flood
2,1,123,558,38,pre_flood
2,1,123,558,26,pre_flood
2,1,123,558,11,pre_flood
2,1,123,558,6,pre_flood
2,1,123,559,401,pre_flood
2,1,123,559,314,pre_flood
2,1,123,559,178,pre_flood
2,1,123,559,131,pre_flood
2,1,123,559,86,pre_flood
2,1,123,559,68,pre_flood
2,1,123,559,67,pre_flood
2,1,123,559,65,pre_flood
2,1,123,559,58,pre_flood
2,1,123,559,48,pre_flood
2,1,123,559,36,pre_flood
2,1,123,559,35,pre_flood
2,1,123,559,11,pre_flood
2,1,123,560,412,pre_flood
2,1,123,560,399,pre_flood
2,1,123,560,328,pre_flood
2,1,123,560,270,pre_flood
2,1,123,560,231,pre_flood
2,1,123,560,220,pre_flood
2,1,123,560,154,pre_flood
2,1,123,560,148,pre_flood
2,1,123,560,144,pre_flood
2,1,123,560,143,pre_flood
2,1,123,560,133,pre_flood
2,1,123,560,72,pre_flood
2,1,123,560,68,pre_flood
2,1,123,560,61,pre_flood
2,1,123,560,58,pre_flood
2,1,123,561,399,pre_flood
2,1,123,561,314,pre_flood
2,1,123,561,148,pre_flood
2,1,123,561,134,pre_flood
2,1,123,561,129,pre_flood
2,1,123,561,105,pre_flood
2,1,123,561,68,pre_flood
2,1,123,561,65,pre_flood
2,1,123,561,58,pre_flood
2,1,123,561,27,pre_flood
2,1,123,561,21,pre_flood
2,1,123,561,11,pre_flood
2,1,123,562,400,pre_flood
2,1,123,562,148,pre_flood
2,1,123,562,144,pre_flood
2,1,123,562,131,pre_flood
2,1,123,562,110,pre_flood
2,1,123,562,105,pre_flood
2,1,123,562,67,pre_flood
2,1,123,562,65,pre_flood
2,1,123,562,61,pre_flood
2,1,123,562,58,pre_flood
2,1,123,562,52,pre_flood
2,1,123,562,4,pre_flood
2,1,123,563,328,pre_flood
2,1,123,563,221,pre_flood
2,1,123,563,209,pre_flood
2,1,123,563,178,pre_flood
2,1,123,563,163,pre_flood
2,1,123,563,162,pre_flood
2,1,123,563,143,pre_flood
2,1,123,563,133,pre_flood
2,1,123,563,105,pre_flood
2,1,123,563,74,pre_flood
2,1,123,563,68,pre_flood
2,1,123,563,67,pre_flood
2,1,123,563,61,pre_flood
2,1,123,563,58,pre_flood
2,1,123,563,38,pre_flood
2,1,123,563,35,pre_flood
2,1,123,563,15,pre_flood
2,1,123,563,11,pre_flood
2,1,123,564,209,pre_flood
2,1,123,564,148,pre_flood
2,1,123,564,143,pre_flood
2,1,123,564,124,pre_flood
2,1,123,564,105,pre_flood
2,1,123,564,61,pre_flood
2,1,123,564,59,pre_flood
2,1,123,564,58,pre_flood
2,1,123,564,51,pre_flood
2,1,123,564,49,pre_flood
2,1,123,564,40,pre_flood
2,1,123,564,20,pre_flood
2,1,123,564,11,pre_flood
2,1,123,565,328,pre_flood
2,1,123,565,232,pre_flood
2,1,123,565,209,pre_flood
2,1,123,565,188,pre_flood
2,1,123,565,178,pre_flood
2,1,123,565,162,pre_flood
2,1,123,565,105,pre_flood
2,1,123,565,67,pre_flood
2,1,123,565,61,pre_flood
2,1,123,565,58,pre_flood
2,1,123,565,51,pre_flood
2,1,123,565,25,pre_flood
2,1,123,565,21,pre_flood
2,1,123,566,401,pre_flood
2,1,123,566,399,pre_flood
2,1,123,566,314,pre_flood
