Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
3,1,123,236.9289334024979,25061
3,2,456,265.2487761816869,24922
3,3,789,233.29358054226475,25080
3,4,101,257.6036656128697,24989
3,5,112,171.5982665822384,25268
