Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
2,1,123,137.0908947824034,25414
2,2,456,218.61726773346072,25122
2,3,789,159.52058579718155,25333
2,4,101,174.07818311308063,25274
2,5,112,152.53932894373693,25363
