Scenario,Replication,Seed,Average_Travel_Time_mins,Trucks_Finished
3,1,123,47.926829268292686,41
3,2,456,46.70175438596491,57
3,3,789,42.391891891891895,74
3,4,101,39.22666666666667,75
3,5,112,40.4,70
3,6,131,41.114285714285714,70
3,7,415,44.932203389830505,59
3,8,161,44.149253731343286,67
3,9,718,37.97142857142857,70
3,10,192,39.280701754385966,57
