Scenario,Replication,Seed,Avg_Travel_Time,Trucks_Arrived
4,1,123,430.59183421226106,24272
4,2,456,423.71050685944306,24346
4,3,789,453.5094347413188,24219
4,4,101,414.74600566804946,24347
4,5,112,365.15664466715555,24546
